City,Date,ws,hum,dew,pm25
Xuchang,2020-09-29,1.5,68.0,14.0,114.0
Xuchang,2020-09-30,2.5,72.0,14.0,142.0
Xuchang,2020-04-26,2.5,44.0,4.0,124.0
Xuchang,2020-05-20,1.5,46.0,11.0,119.0
Xuchang,2020-05-23,2.5,38.0,12.0,104.0
Xuchang,2020-05-29,2.5,36.0,12.0,93.0
Xuchang,2020-07-22,4.6,94.0,21.0,21.0
Xuchang,2020-11-22,2.7,85.0,2.0,153.0
Xuchang,2020-04-15,1.5,52.0,10.0,76.0
Xuchang,2020-10-25,1.2,55.0,4.0,154.0
Xuchang,2020-05-11,3.6,28.0,2.0,78.0
Xuchang,2020-08-01,1.5,79.0,25.0,68.0
Xuchang,2020-11-20,2.2,66.0,2.0,112.0
Xuchang,2020-06-14,2.5,48.0,15.0,122.0
Xuchang,2020-07-07,1.5,69.0,23.0,72.0
Xuchang,2020-08-31,5.6,57.0,19.0,61.0
Xuchang,2020-09-23,1.5,68.0,15.0,114.0
Xuchang,2020-10-05,0.5,58.0,4.0,87.0
Xuchang,2020-11-18,2.6,98.0,10.0,68.0
Xuchang,2020-01-05,4.6,93.0,1.0,187.0
Xuchang,2020-05-04,6.6,69.0,10.0,102.0
Xuchang,2020-08-16,2.5,83.0,24.0,85.0
Xuchang,2020-04-04,2.5,54.0,4.0,154.0
Xuchang,2020-08-20,3.6,88.0,20.0,55.0
Xuchang,2020-11-04,1.6,43.0,1.0,117.0
Xuchang,2020-10-18,1.5,86.0,8.3,152.0
Xuchang,2020-11-14,1.5,75.0,7.0,181.0
Xuchang,2020-11-16,1.6,97.0,11.0,169.0
Xuchang,2020-05-13,2.5,33.0,10.0,104.0
Xuchang,2020-10-12,1.5,76.0,8.0,99.0
Xuchang,2020-11-23,1.1,92.0,1.0,139.0
Xuchang,2020-10-07,1.5,58.0,6.0,72.0
Xuchang,2020-06-27,1.5,74.0,23.0,149.0
Xuchang,2020-07-15,1.5,78.0,21.0,55.0
Xuchang,2020-08-07,2.5,94.0,24.0,42.0
Xuchang,2020-08-09,0.5,83.0,24.0,85.0
Xuchang,2020-08-17,1.5,78.0,25.0,59.0
Xuchang,2020-08-29,1.5,65.0,20.0,93.0
Xuchang,2020-05-05,3.6,62.0,10.0,68.0
Xuchang,2020-06-28,2.5,83.0,22.0,42.0
Xuchang,2020-08-28,1.5,65.0,21.0,93.0
Xuchang,2020-10-10,1.0,83.0,13.0,154.0
Xuchang,2020-10-15,1.0,100.0,12.0,107.0
Xuchang,2020-11-15,1.3,87.0,8.0,162.0
Xuchang,2020-07-03,1.5,88.0,22.0,82.0
Xuchang,2020-07-28,0.5,78.0,22.0,82.0
Xuchang,2020-04-18,2.5,50.0,5.0,152.0
Xuchang,2020-07-02,1.5,83.0,22.0,91.0
Xuchang,2020-07-14,0.5,88.0,21.0,89.0
Xuchang,2020-09-11,3.6,57.0,15.0,57.0
Xuchang,2020-09-25,2.5,64.0,16.0,142.0
Xuchang,2020-11-10,1.5,45.0,2.0,164.0
Xuchang,2020-11-24,1.4,93.0,1.0,122.0
Xuchang,2020-07-29,1.5,83.0,24.0,78.0
Xuchang,2020-08-04,2.5,88.0,25.0,55.0
Xuchang,2020-08-22,1.5,88.0,20.0,104.0
Xuchang,2020-11-21,2.8,98.0,3.0,152.0
Xuchang,2020-11-07,1.9,43.0,-3.0,89.0
Xuchang,2020-06-07,2.5,37.0,14.0,78.0
Xuchang,2020-06-12,3.6,88.0,20.0,72.0
Xuchang,2020-08-15,2.5,83.0,24.0,46.0
Xuchang,2020-08-21,3.6,78.0,19.0,74.0
Xuchang,2020-09-10,1.5,78.0,19.0,76.0
Xuchang,2020-09-14,1.0,69.0,18.0,119.0
Xuchang,2020-05-14,1.5,52.0,13.0,97.0
Xuchang,2020-08-27,1.5,64.0,19.0,68.0
Xuchang,2020-10-23,1.4,60.0,-2.0,132.0
Xuchang,2020-06-20,1.5,69.0,19.0,80.0
Xuchang,2020-07-24,1.5,83.0,21.0,89.0
Xuchang,2020-10-01,0.5,68.0,16.0,152.0
Xuchang,2020-05-28,1.5,25.0,6.0,80.0
Xuchang,2020-06-21,0.5,69.0,20.0,80.0
Xuchang,2020-09-18,0.5,40.0,9.0,107.0
Xuchang,2020-06-04,1.5,26.0,11.0,95.0
Xuchang,2020-09-24,0.5,77.0,15.0,93.0
Xuchang,2020-04-13,1.5,29.0,1.0,117.0
Xuchang,2020-05-26,3.6,48.0,12.0,74.0
Xuchang,2020-08-12,1.5,88.0,26.0,68.0
Xuchang,2020-08-13,2.5,78.0,25.0,57.0
Xuchang,2020-11-05,1.3,59.0,4.0,151.0
Xuchang,2020-11-19,2.6,56.0,3.0,91.0
Xuchang,2020-04-03,1.5,50.0,3.0,162.0
Xuchang,2020-05-03,2.0,25.0,11.0,102.0
Xuchang,2020-06-23,0.5,73.0,20.0,93.0
Xuchang,2020-09-21,1.5,63.0,13.0,72.0
Xuchang,2020-11-01,1.8,43.0,-1.0,129.0
Xuchang,2020-04-19,2.5,59.0,7.0,117.0
Xuchang,2020-08-19,3.6,73.0,21.0,72.0
Xuchang,2020-09-03,2.5,36.0,11.0,82.0
Xuchang,2020-05-01,2.5,64.0,17.0,114.0
Xuchang,2020-06-06,1.5,39.0,16.0,76.0
Xuchang,2020-06-29,1.5,69.0,21.0,80.0
Xuchang,2020-10-29,0.9,77.0,5.0,172.0
Xuchang,2020-04-14,1.5,38.0,3.0,99.0
Xuchang,2020-04-27,1.5,48.0,5.0,87.0
Xuchang,2020-05-10,1.5,56.0,10.0,63.0
Xuchang,2020-07-23,2.5,73.0,21.0,93.0
Xuchang,2020-09-22,1.5,72.0,15.0,89.0
Xuchang,2020-10-04,2.5,48.0,4.0,72.0
Xuchang,2020-04-28,2.5,37.0,4.0,91.0
Xuchang,2020-05-16,2.5,47.0,14.0,102.0
Xuchang,2020-06-03,1.5,22.0,7.0,124.0
Xuchang,2020-06-26,1.5,69.0,23.0,112.0
Xuchang,2020-09-12,2.5,60.0,16.0,59.0
Xuchang,2020-08-24,1.5,78.0,22.0,59.0
Xuchang,2020-01-03,0.5,56.0,-1.0,197.0
Xuchang,2020-09-01,1.5,51.0,17.0,85.0
Xuchang,2020-06-25,1.5,62.0,21.0,91.0
Xuchang,2020-08-06,2.5,94.0,24.0,78.0
Xuchang,2020-09-26,2.5,64.0,15.0,142.0
Xuchang,2020-05-30,2.5,53.0,14.0,89.0
Xuchang,2020-05-15,1.5,50.0,14.0,97.0
Xuchang,2020-07-20,1.5,73.0,21.0,114.0
Xuchang,2020-09-17,1.5,43.0,11.0,93.0
Xuchang,2020-09-19,0.5,46.0,11.0,85.0
Xuchang,2020-11-17,2.3,100.0,11.0,97.0
Xuchang,2020-09-06,0.5,54.0,17.0,97.0
Xuchang,2020-09-27,2.5,68.0,16.0,70.0
Xuchang,2020-10-20,1.4,74.0,9.0,159.0
Xuchang,2020-11-03,1.5,48.0,-3.0,114.0
Xuchang,2020-05-17,1.5,45.0,15.0,117.0
Xuchang,2020-05-02,1.5,61.0,19.0,124.0
Xuchang,2020-07-18,2.0,78.0,20.0,72.0
Xuchang,2020-08-08,1.0,83.0,24.0,72.0
Xuchang,2020-09-09,1.5,73.0,19.0,132.0
Xuchang,2020-11-11,1.8,54.0,5.0,160.0
Xuchang,2020-06-19,1.5,78.0,20.0,87.0
Xuchang,2020-07-25,0.5,73.0,21.0,65.0
Xuchang,2020-08-05,2.0,94.0,27.0,78.0
Xuchang,2020-10-02,2.5,72.0,12.0,99.0
Xuchang,2020-10-17,1.4,97.0,8.0,156.0
Xuchang,2020-04-16,2.5,35.0,6.0,127.0
Xuchang,2020-04-24,3.6,14.0,-9.0,89.0
Xuchang,2020-05-22,1.5,41.0,13.0,95.0
Xuchang,2020-08-11,1.5,83.0,26.0,89.0
Xuchang,2020-08-23,0.5,94.0,24.0,109.0
Xuchang,2020-08-26,2.5,62.0,20.0,102.0
Xuchang,2020-06-01,1.5,43.0,18.0,74.0
Xuchang,2020-07-01,0.5,65.0,19.0,97.0
Xuchang,2020-10-09,0.8,77.0,12.0,124.0
Xuchang,2020-11-13,2.2,73.0,4.0,202.0
Xuchang,2020-05-21,1.5,39.0,12.0,82.0
Xuchang,2020-06-05,3.6,40.0,15.0,119.0
Xuchang,2020-08-25,0.5,78.0,21.0,107.0
Xuchang,2020-09-08,1.5,61.0,17.0,89.0
Xuchang,2020-11-02,1.5,48.0,-2.0,91.0
Xuchang,2020-11-08,2.2,42.0,-3.0,139.0
Xuchang,2020-05-07,2.5,77.0,15.0,76.0
Xuchang,2020-05-09,1.5,82.0,13.0,63.0
Xuchang,2020-07-30,1.5,78.0,24.0,85.0
Xuchang,2020-09-13,2.5,69.0,17.0,89.0
Xuchang,2020-10-03,2.0,82.0,13.0,68.0
Xuchang,2020-10-16,1.7,100.0,10.0,124.0
Xuchang,2020-10-06,1.5,58.0,5.0,82.0
Xuchang,2020-10-08,1.5,67.0,10.0,109.0
Xuchang,2020-04-10,5.6,87.0,2.0,99.0
Xuchang,2020-05-24,1.5,42.0,12.0,97.0
Xuchang,2020-06-13,1.5,69.0,21.7,65.0
Xuchang,2020-07-04,1.5,78.0,23.0,85.0
Xuchang,2020-07-10,1.5,74.0,22.0,93.0
Xuchang,2020-07-13,1.5,78.0,19.0,72.0
Xuchang,2020-11-06,1.9,48.0,1.0,160.0
Xuchang,2020-04-25,4.6,22.0,2.0,89.0
Xuchang,2020-11-12,1.1,62.0,6.0,157.0
Yinchuan,2020-04-16,2.0,16.1,-10.5,68.0
Yinchuan,2020-05-03,3.0,21.1,-0.1,147.0
Yinchuan,2020-05-31,2.0,20.0,-4.1,149.0
Yinchuan,2020-07-25,1.0,63.2,17.8,65.0
Yinchuan,2020-08-12,1.0,61.9,14.4,55.0
Yinchuan,2020-11-15,1.0,68.2,3.7,169.0
Yinchuan,2020-05-08,2.0,63.3,5.8,76.0
Yinchuan,2020-05-24,1.0,34.1,3.7,42.0
Yinchuan,2020-07-17,1.0,63.0,14.2,68.0
Yinchuan,2020-08-01,1.0,47.2,11.3,95.0
Yinchuan,2020-06-21,2.0,45.2,13.6,65.0
Yinchuan,2020-07-09,2.0,38.1,12.3,76.0
Yinchuan,2020-09-10,1.0,63.9,12.3,82.0
Yinchuan,2020-04-09,2.0,17.1,-11.8,61.0
Yinchuan,2020-06-17,2.0,60.1,12.5,68.0
Yinchuan,2020-06-28,2.0,61.9,15.0,72.0
Yinchuan,2020-07-12,1.0,61.1,14.4,63.0
Yinchuan,2020-05-09,1.0,15.1,-8.5,57.0
Yinchuan,2020-05-27,1.0,35.9,3.3,50.0
Yinchuan,2020-09-16,1.0,48.9,1.4,50.0
Yinchuan,2020-06-02,1.0,14.0,-3.0,72.0
Yinchuan,2020-08-20,1.0,52.0,13.3,53.0
Yinchuan,2020-08-29,2.0,76.9,12.8,63.0
Yinchuan,2020-10-03,1.0,30.1,-3.5,53.0
Yinchuan,2020-05-06,1.0,59.2,10.6,97.0
Yinchuan,2020-06-15,2.0,35.0,8.2,57.0
Yinchuan,2020-07-24,1.0,72.0,17.5,63.0
Yinchuan,2020-09-28,1.0,71.8,12.5,82.0
Yinchuan,2020-04-29,3.0,30.0,-0.8,74.0
Yinchuan,2020-06-12,1.0,40.9,11.7,85.0
Yinchuan,2020-06-20,1.0,30.9,11.0,65.0
Yinchuan,2020-09-25,1.0,50.1,9.8,85.0
Yinchuan,2020-06-27,2.0,46.9,11.6,59.0
Yinchuan,2020-08-13,1.0,55.2,13.8,65.0
Yinchuan,2020-08-25,2.0,43.0,10.6,55.0
Yinchuan,2020-09-07,2.0,36.1,8.0,53.0
Yinchuan,2020-09-12,1.0,60.8,12.3,74.0
Yinchuan,2020-09-21,2.0,55.1,9.6,57.0
Yinchuan,2020-09-24,1.0,76.9,7.4,70.0
Yinchuan,2020-11-13,2.0,48.2,-3.5,152.0
Yinchuan,2020-04-12,1.0,27.0,-8.8,72.0
Yinchuan,2020-05-25,1.0,39.2,3.7,46.0
Yinchuan,2020-09-17,1.0,68.1,4.8,55.0
Yinchuan,2020-09-18,1.0,47.2,6.0,59.0
Yinchuan,2020-04-01,2.0,22.0,-13.5,55.0
Yinchuan,2020-04-02,2.0,13.1,-17.4,59.0
Yinchuan,2020-05-29,2.0,25.0,0.6,72.0
Yinchuan,2020-06-25,1.0,31.1,3.2,46.0
Yinchuan,2020-06-30,1.0,36.0,10.2,59.0
Yinchuan,2020-05-23,1.0,37.0,3.0,38.0
Yinchuan,2020-09-04,1.0,57.1,7.5,50.0
Yinchuan,2020-11-16,1.0,62.9,3.4,164.0
Yinchuan,2020-04-24,2.0,11.0,-15.9,65.0
Yinchuan,2020-06-07,2.0,27.1,7.5,112.0
Yinchuan,2020-10-02,1.0,37.1,-0.6,61.0
Yinchuan,2020-04-21,2.0,15.1,-15.5,59.0
Yinchuan,2020-08-02,1.0,28.0,5.6,61.0
Yinchuan,2020-09-29,1.0,68.1,10.3,65.0
Yinchuan,2020-07-04,1.0,49.0,12.8,63.0
Yinchuan,2020-07-10,2.0,45.1,12.0,70.0
Yinchuan,2020-09-13,1.0,76.0,12.5,63.0
Yinchuan,2020-11-09,1.0,53.1,-2.3,142.0
Yinchuan,2020-01-03,1.0,56.0,-10.8,194.0
Yinchuan,2020-01-04,2.0,58.3,-8.6,179.0
Yinchuan,2020-08-15,1.0,53.0,13.5,50.0
Yinchuan,2020-10-16,1.0,53.0,-3.9,50.0
Yinchuan,2020-11-21,2.0,66.3,-6.5,57.0
Yinchuan,2020-10-31,1.0,32.0,-7.7,78.0
Yinchuan,2020-04-07,1.0,18.0,-7.6,85.0
Yinchuan,2020-06-08,1.0,65.1,9.3,91.0
Yinchuan,2020-08-24,1.0,46.0,11.2,59.0
Yinchuan,2020-10-06,1.0,61.1,0.0,124.0
Yinchuan,2020-06-01,3.0,10.1,-8.8,137.0
Yinchuan,2020-06-26,1.0,29.1,7.5,53.0
Yinchuan,2020-10-22,1.0,24.1,-9.8,70.0
Yinchuan,2020-06-13,2.0,22.0,1.4,61.0
Yinchuan,2020-06-22,1.0,64.0,12.8,65.0
Yinchuan,2020-09-22,1.0,82.2,10.9,59.0
Yinchuan,2020-04-13,1.0,18.0,-8.3,80.0
Yinchuan,2020-04-15,3.0,24.0,-4.3,91.0
Yinchuan,2020-07-16,1.0,47.9,13.0,46.0
Yinchuan,2020-09-11,1.0,52.0,10.3,72.0
Yinchuan,2020-09-20,1.0,50.1,9.4,59.0
Yinchuan,2020-07-23,1.0,61.0,16.5,50.0
Yinchuan,2020-10-01,2.0,54.2,4.6,63.0
Yinchuan,2020-10-04,2.0,40.1,-7.9,42.0
Yinchuan,2020-10-11,1.0,40.1,-1.2,61.0
Yinchuan,2020-11-11,1.0,64.1,-2.1,159.0
Yinchuan,2020-08-16,1.0,54.9,15.4,72.0
Yinchuan,2020-11-01,1.0,22.1,-10.1,61.0
Yinchuan,2020-06-04,2.0,26.1,1.6,65.0
Yinchuan,2020-07-01,1.0,57.1,13.6,107.0
Yinchuan,2020-07-08,1.0,48.9,13.0,68.0
Yinchuan,2020-08-14,1.0,61.9,14.0,59.0
Yinchuan,2020-09-14,1.0,84.9,11.6,82.0
Yinchuan,2020-11-20,2.0,83.0,-3.1,107.0
Yinchuan,2020-06-23,1.0,36.0,10.5,72.0
Yinchuan,2020-08-18,1.0,76.2,11.8,65.0
Yinchuan,2020-08-19,1.0,51.2,12.0,59.0
Yinchuan,2020-10-17,1.0,54.9,-1.9,102.0
Yinchuan,2020-11-06,1.0,20.1,-10.5,63.0
Yinchuan,2020-03-30,2.0,36.2,-6.0,91.0
Yinchuan,2020-10-19,1.0,54.9,-2.4,99.0
Yinchuan,2020-11-02,1.0,32.0,-8.2,59.0
Yinchuan,2020-03-31,1.0,26.0,-9.6,91.0
Yinchuan,2020-04-17,2.0,19.0,-8.1,89.0
Yinchuan,2020-04-23,2.0,17.1,-17.8,50.0
Yinchuan,2020-06-14,2.0,23.0,2.4,55.0
Yinchuan,2020-06-05,1.0,29.0,1.5,76.0
Yinchuan,2020-07-15,1.0,36.1,10.6,53.0
Yinchuan,2020-07-20,1.0,44.0,9.1,57.0
Yinchuan,2020-10-25,1.0,76.2,2.9,158.0
Yinchuan,2020-06-06,3.0,25.1,4.1,82.0
Yinchuan,2020-10-18,1.0,57.1,-1.4,109.0
Yinchuan,2020-10-29,1.0,69.8,-3.2,99.0
Yinchuan,2020-11-18,2.0,68.8,-1.6,70.0
Yinchuan,2020-05-01,1.0,19.0,-3.1,85.0
Yinchuan,2020-05-11,1.0,16.0,-8.3,34.0
Yinchuan,2020-05-12,1.0,18.0,-4.5,61.0
Yinchuan,2020-05-13,3.0,26.0,3.5,70.0
Yinchuan,2020-08-05,2.0,66.9,16.7,59.0
Yinchuan,2020-09-19,1.0,44.1,8.0,57.0
Yinchuan,2020-10-14,1.0,47.1,-1.5,55.0
Yinchuan,2020-10-30,1.0,60.9,0.6,117.0
Yinchuan,2020-05-21,2.0,19.0,2.8,63.0
Yinchuan,2020-08-28,2.0,32.9,7.1,74.0
Yinchuan,2020-10-05,2.0,57.2,-2.6,65.0
Yinchuan,2020-11-08,1.0,54.0,-3.0,117.0
Yinchuan,2020-06-18,2.0,38.2,8.6,82.0
Yinchuan,2020-07-21,2.0,49.0,14.6,55.0
Yinchuan,2020-07-30,2.0,42.0,11.9,61.0
Yinchuan,2020-10-27,1.0,38.9,-7.0,72.0
Yinchuan,2020-11-24,2.0,81.2,-9.0,159.0
Yinchuan,2020-05-30,2.0,30.0,1.9,85.0
Yinchuan,2020-09-03,2.0,52.9,8.7,61.0
Yinchuan,2020-05-05,2.0,46.2,8.9,89.0
Yinchuan,2020-09-09,1.0,63.0,11.8,65.0
Yinchuan,2020-04-05,1.0,22.1,-8.9,104.0
Yinchuan,2020-04-26,2.0,12.1,-9.5,78.0
Yinchuan,2020-06-24,1.0,22.1,7.4,72.0
Yinchuan,2020-08-08,1.0,50.1,14.9,82.0
Yinchuan,2020-04-11,3.0,17.1,-14.5,65.0
Yinchuan,2020-05-18,1.0,33.0,-2.9,65.0
Yinchuan,2020-05-20,1.0,45.1,5.6,68.0
Yinchuan,2020-10-07,1.0,73.9,4.3,95.0
Yinchuan,2020-10-26,1.0,29.1,-6.2,82.0
Yinchuan,2020-06-11,2.0,61.9,13.1,76.0
Yinchuan,2020-08-07,1.0,63.9,16.1,93.0
Yinchuan,2020-11-14,1.0,72.3,4.2,175.0
Yinchuan,2020-05-10,3.0,23.1,-6.2,63.0
Yinchuan,2020-07-14,1.0,49.0,13.5,57.0
Yinchuan,2020-08-10,1.0,38.9,12.4,70.0
Yinchuan,2020-10-28,1.0,54.0,-2.9,117.0
Yinchuan,2020-04-18,2.0,47.2,2.3,82.0
Yinchuan,2020-04-30,1.0,20.1,-1.4,78.0
Yinchuan,2020-10-23,2.0,39.1,-5.0,82.0
Yinchuan,2020-11-22,1.0,68.9,-10.6,80.0
Yinchuan,2020-01-05,1.0,66.3,-8.6,180.0
Yinchuan,2020-05-26,2.0,25.0,-0.2,42.0
Yinchuan,2020-10-09,1.0,59.1,6.7,97.0
Yinchuan,2020-08-11,1.0,81.0,17.9,61.0
Yinchuan,2020-11-07,1.0,32.1,-7.3,93.0
Yinchuan,2020-11-23,1.0,66.1,-10.5,102.0
Yinchuan,2020-09-06,1.0,41.1,7.9,57.0
Yinchuan,2020-10-21,1.0,23.1,-9.3,155.0
Yinchuan,2020-04-14,1.0,18.1,-6.7,107.0
Yinchuan,2020-05-15,2.0,21.1,-1.5,97.0
Yinchuan,2020-06-03,1.0,16.0,0.9,61.0
Yinchuan,2020-06-09,1.0,23.0,1.5,68.0
Yinchuan,2020-06-10,2.0,31.1,5.0,74.0
Yinchuan,2020-08-27,1.0,67.2,14.2,72.0
Yinchuan,2020-09-01,1.0,57.1,9.6,59.0
Yinchuan,2020-10-15,2.0,29.2,-5.3,65.0
Yinchuan,2020-05-17,2.0,20.1,-6.7,139.0
Yinchuan,2020-07-06,1.0,34.1,9.3,68.0
Yinchuan,2020-07-26,1.0,32.0,10.4,42.0
Yinchuan,2020-07-27,2.0,45.9,11.1,53.0
Yinchuan,2020-08-09,2.0,47.0,12.8,68.0
Yinchuan,2020-05-02,1.0,18.1,-1.6,74.0
Yinchuan,2020-05-14,2.0,26.0,1.6,61.0
Yinchuan,2020-06-19,1.0,33.0,11.0,57.0
Yinchuan,2020-07-18,2.0,44.0,12.0,57.0
Yinchuan,2020-10-12,1.0,64.0,0.9,76.0
Yinchuan,2020-10-24,1.0,61.0,-0.4,114.0
Yinchuan,2020-04-10,3.0,19.1,-14.5,63.0
Yinchuan,2020-07-19,1.0,31.9,8.0,50.0
Yinchuan,2020-09-08,1.0,42.9,8.2,57.0
Yinchuan,2020-11-04,1.0,54.0,-3.7,151.0
Yinchuan,2020-04-22,3.0,10.0,-18.9,55.0
Yinchuan,2020-07-05,2.0,37.1,9.4,65.0
Yinchuan,2020-08-06,1.0,57.1,16.4,68.0
Yinchuan,2020-08-22,2.0,53.8,15.6,59.0
Yinchuan,2020-09-15,2.0,22.0,-5.8,55.0
Yinchuan,2020-10-20,2.0,19.0,-9.2,89.0
Yinchuan,2020-11-05,1.0,24.1,-6.9,139.0
Yinchuan,2020-08-30,1.0,84.0,13.1,42.0
Yinchuan,2020-11-03,1.0,54.1,-4.3,102.0
Yinchuan,2020-04-04,2.0,16.0,-12.1,78.0
Yinchuan,2020-04-28,1.0,25.1,-0.7,72.0
Yinchuan,2020-08-21,1.0,59.2,15.0,38.0
Yinchuan,2020-09-05,2.0,44.0,10.2,65.0
Yinchuan,2020-09-30,1.0,91.2,11.6,89.0
Yinchuan,2020-05-07,2.0,41.2,8.2,104.0
Yinchuan,2020-05-16,2.0,23.1,-2.5,159.0
Yinchuan,2020-05-19,2.0,25.1,1.2,65.0
Yinchuan,2020-08-03,2.0,31.0,6.2,50.0
Yinchuan,2020-07-02,1.0,48.1,13.0,91.0
Yinchuan,2020-07-31,1.0,49.9,16.2,80.0
Yinchuan,2020-11-17,1.0,68.9,1.2,153.0
Yinchuan,2020-07-03,2.0,54.0,12.9,74.0
Yinchuan,2020-07-29,2.0,33.1,11.1,65.0
Yinchuan,2020-08-23,1.0,79.0,15.3,55.0
Yinchuan,2020-07-13,1.0,51.1,14.0,57.0
Yinchuan,2020-09-26,1.0,61.0,10.2,74.0
Yinchuan,2020-04-27,1.0,24.1,-4.0,76.0
Yinchuan,2020-07-11,2.0,58.0,15.4,59.0
Yinchuan,2020-08-26,1.0,53.0,11.0,57.0
Yinchuan,2020-08-31,2.0,61.0,10.6,55.0
Yinchuan,2020-09-23,1.0,81.1,7.6,87.0
Yinchuan,2020-10-10,1.0,57.0,6.7,80.0
Yinchuan,2020-11-10,1.0,63.1,-2.6,127.0
Yinchuan,2020-06-16,2.0,48.9,10.8,63.0
Yinchuan,2020-07-07,2.0,34.0,7.7,59.0
Yinchuan,2020-08-04,2.0,49.1,13.9,53.0
Yinchuan,2020-04-06,2.0,25.1,-3.5,93.0
Yinchuan,2020-04-19,3.0,24.1,-2.6,109.0
Yinchuan,2020-07-22,1.0,46.0,14.8,50.0
Yinchuan,2020-07-28,1.0,30.0,8.3,99.0
Yinchuan,2020-10-13,1.0,37.0,-3.5,70.0
Yinchuan,2020-11-19,1.0,70.8,-3.6,74.0
Yinchuan,2020-04-08,3.0,18.0,-10.1,82.0
Yinchuan,2020-04-20,2.0,17.1,-12.3,59.0
Yinchuan,2020-05-04,1.0,75.2,10.5,80.0
Yinchuan,2020-05-22,2.0,31.0,-0.3,65.0
Yinchuan,2020-06-29,1.0,38.1,11.7,68.0
Yinchuan,2020-09-02,1.0,57.1,8.9,85.0
Yinchuan,2020-09-27,1.0,65.8,11.3,78.0
Yinchuan,2020-04-03,2.0,14.1,-18.6,68.0
Yinchuan,2020-11-12,1.0,37.2,-5.2,157.0
Yinchuan,2020-04-25,1.0,12.1,-14.0,38.0
Yinchuan,2020-05-28,2.0,21.1,-0.1,57.0
Yinchuan,2020-08-17,1.0,80.8,13.4,46.0
Shenyang,2020-08-08,1.5,83.0,22.0,74.0
Shenyang,2020-05-30,3.0,48.0,10.5,76.0
Shenyang,2020-09-21,1.0,77.0,10.0,87.0
Shenyang,2020-10-17,3.0,47.5,-0.5,80.0
Shenyang,2020-10-19,1.5,64.5,5.0,152.0
Shenyang,2020-10-31,3.6,53.0,4.5,158.0
Shenyang,2020-11-09,1.5,34.0,-12.5,91.0
Shenyang,2020-07-27,2.0,94.0,22.0,46.0
Shenyang,2020-08-10,1.5,88.5,22.5,65.0
Shenyang,2020-09-01,2.0,90.5,21.0,70.0
Shenyang,2020-10-01,1.5,90.0,8.0,119.0
Shenyang,2020-05-19,2.0,90.0,12.0,34.0
Shenyang,2020-11-18,3.6,93.0,6.0,161.0
Shenyang,2020-06-08,3.6,59.0,17.0,91.0
Shenyang,2020-09-06,1.5,80.0,17.5,80.0
Shenyang,2020-10-22,1.5,53.0,-6.0,46.0
Shenyang,2020-03-31,4.1,35.5,-4.0,156.0
Shenyang,2020-04-29,5.1,43.5,5.5,151.0
Shenyang,2020-09-19,2.0,79.0,10.0,53.0
Shenyang,2020-11-02,2.0,31.0,-11.5,53.0
Shenyang,2020-04-02,3.6,25.0,-10.0,149.0
Shenyang,2020-10-11,2.5,76.0,6.0,68.0
Shenyang,2020-07-01,2.0,68.0,18.0,50.0
Shenyang,2020-08-25,0.5,97.0,22.0,72.0
Shenyang,2020-08-29,1.5,90.5,19.0,50.0
Shenyang,2020-08-30,1.0,97.0,22.0,80.0
Shenyang,2020-04-05,1.0,23.0,-15.0,151.0
Shenyang,2020-05-09,1.5,93.0,14.0,74.0
Shenyang,2020-06-26,2.0,68.5,16.0,21.0
Shenyang,2020-06-27,1.5,77.5,17.5,63.0
Shenyang,2020-08-28,1.0,97.0,22.0,38.0
Shenyang,2020-09-02,1.5,73.0,19.0,63.0
Shenyang,2020-07-05,3.6,68.0,18.0,65.0
Shenyang,2020-08-21,1.0,82.5,17.5,50.0
Shenyang,2020-10-13,2.5,30.0,-6.0,61.0
Shenyang,2020-11-11,3.6,53.0,0.0,151.0
Shenyang,2020-04-16,3.0,29.0,-1.5,132.0
Shenyang,2020-04-23,2.0,43.5,-5.0,74.0
Shenyang,2020-06-03,2.5,76.0,14.0,76.0
Shenyang,2020-06-15,2.0,48.5,11.5,30.0
Shenyang,2020-08-14,4.1,85.5,24.5,89.0
Shenyang,2020-09-18,1.5,67.5,9.0,50.0
Shenyang,2020-10-04,3.0,54.0,1.0,25.0
Shenyang,2020-10-23,1.0,63.5,-6.5,53.0
Shenyang,2020-05-10,4.1,42.5,6.5,119.0
Shenyang,2020-05-14,6.1,38.5,8.0,93.0
Shenyang,2020-05-23,2.0,93.0,14.0,55.0
Shenyang,2020-06-29,1.0,75.5,19.5,107.0
Shenyang,2020-11-21,2.5,79.0,-7.5,93.0
Shenyang,2020-11-07,2.0,25.0,-7.5,93.0
Shenyang,2020-05-05,1.5,39.5,2.5,112.0
Shenyang,2020-07-08,0.5,64.0,13.5,74.0
Shenyang,2020-08-17,2.0,94.0,26.0,70.0
Shenyang,2020-10-26,2.0,68.5,4.5,173.0
Shenyang,2020-06-07,3.6,47.5,14.0,76.0
Shenyang,2020-07-04,2.5,80.5,20.0,99.0
Shenyang,2020-11-20,2.0,65.5,-9.0,42.0
Shenyang,2020-04-27,2.0,31.5,-4.0,93.0
Shenyang,2020-08-22,0.5,91.0,19.0,91.0
Shenyang,2020-09-23,1.5,82.0,11.5,93.0
Shenyang,2020-05-08,2.5,93.0,11.5,74.0
Shenyang,2020-11-03,2.0,36.5,-13.5,34.0
Shenyang,2020-08-31,1.5,100.0,23.0,72.0
